fips,total_pop,white,Gini,gini,singpar,college2000,mhi,rent_burden,opioids,unemp
01001,55380,42527,0.4542,40.7,8.662106703146375,20.643627140139504,58343,32.8,129.9,3.6
01003,212830,183471,0.4587,44.5,8.600627783049857,26.321226287084944,56607,30.3,132.1,3.6
01005,25361,11869,0.4883,47.4,14.355161567057477,11.186903137789905,32490,30.3,93.3,5.1
01007,22493,17272,0.4487,39.8,5.125777657560184,11.000844594594595,45795,26.9,69.4,4
01009,57681,55062,0.457,41.1,7.120595848079869,11.618124700495182,48253,26.1,57.9,3.5
01011,10248,2244,0.4731,47.2,17.50390479800105,8.82618285928861,29113,30.3,23.4,4.6
01013,19828,10280,0.4619,43.9,9.821200510855684,12.293729372937294,36842,30.9,140.5,4.7
01015,114618,84439,0.4633,45.5,10.328929112681168,16.99428617307409,45937,31.1,165.4,4.6
01017,33660,19423,0.423,40.2,9.484278577725537,10.190206056561275,36883,32.3,147.3,3.9
01019,25903,24052,0.4515,44.4,8.866308029487946,8.48453725892959,44842,30.2,169.2,3.6
01021,44055,36835,0.4719,45.5,7.747837450992594,10.164109882268997,46405,28.4,120.6,3.6
01023,12925,7337,0.469,47.7,11.041043882467791,10.638646846959501,36711,32.8,97,5.5
01025,24128,12781,0.5158,52.4,8.162415408641333,13.421516754850089,36719,30.4,165.6,7.4
01027,13337,11092,0.4615,42,8.337531237081564,8.81579347534159,39642,25.9,139.7,3.8
01029,14916,14000,0.457,42.6,7.205774058954903,10.383996107085213,45480,24.2,51.1,4.2
01031,51662,39118,0.4327,44.7,10.598189899855406,20.19866481762183,51998,27,131.9,3.9
01033,54771,43289,0.4467,43.5,7.367863760698844,15.720930232558139,46100,30.3,222.9,4.6
01035,12394,6287,0.4296,47.5,11.575303765265154,10.449407899315869,30796,40.6,102.8,5.2
01037,10757,7078,0.4515,44.1,9.28691632115009,9.05783079578818,42442,24.8,26.8,4.1
01039,37200,31460,0.4598,45.8,9.134914597883963,13.606512249793543,39093,26.3,198.8,4.6
01041,13844,9879,0.4921,46.5,10.309463605054873,12.389570742784107,38419,26.3,94,4
01043,82853,78804,0.4416,45.6,7.914136329685318,13.198769140596381,45925,29.6,172,3.3
01045,49277,35655,0.4479,41.4,10.787017394993637,14.760612521806552,42572,27.2,63.8,4.2
01047,39149,10906,0.4691,50.5,16.41405240277288,14.175513352679719,31329,36.5,115.7,6.5
01049,71310,60924,0.4723,45.8,9.362860918665652,11.284913736045537,39906,22.9,117.6,3.8
01051,81144,61104,0.4413,40.3,9.786356970153395,18.167945144159358,59652,28.3,113.1,3.4
01053,37057,23053,0.4818,45.1,11.765952936188254,10.568530313753243,37870,31.1,174.3,4.5
01055,102748,82027,0.4594,42.9,11.53998002740426,14.772065817681048,41791,30.5,171.9,4.1
01057,16494,14068,0.461,42.8,8.233455747788941,10.14167994994776,39394,30.8,162,4.1
01059,31466,26118,0.4276,41.3,9.539041994750656,9.896291947950298,41025,26.5,222.4,3.7
01061,26417,22870,0.44,45.5,7.790065968180055,8.68691380080393,38561,29.7,56.4,3.9
01063,8324,1439,0.5115,53.5,16.348307351828485,11.759433301800563,28108,33,78.7,6.6
01065,14809,5854,0.4994,46.1,14.424445610961296,9.16478453765498,34905,32.9,85.1,5.1
01067,17133,12118,0.4407,45.3,9.743153238382469,15.460669679852698,48094,26.8,49.2,4.4
01069,104702,72344,0.4832,47.1,11.386138613861386,19.8475926567371,44753,29.3,146.6,4
01071,51852,47456,0.4516,44.3,7.113445974726679,10.523041973171788,42658,26.4,117.3,4.1
01073,659680,341768,0.5009,49,11.2716372667452,27.949170861677747,50731,NA,123.4,3.7
01075,13885,12154,0.472,44,8.5588056904541,8.760630386409119,39796,NA,107.9,3.8
01077,92556,80436,0.4601,46.5,7.835675795789123,19.538953390543497,46646,29.3,140.2,4.2
01079,33058,25799,0.4409,37.9,8.938547486033519,9.204593789876649,42912,24.1,126.2,4.1
01081,161152,113359,0.5026,47.3,10.755528719148614,30.775506759132917,51372,36.2,63.2,3.6
01083,94727,76003,0.4454,42.6,7.491282522895352,17.00845140442456,57342,28.4,70.2,3.5
01085,10079,2497,0.5064,50.3,15.244229426955009,12.243684810124659,33130,33.1,0.4,7.3
01087,18708,3000,0.5095,49.7,13.218317899276926,22.708834134615383,30849,32.8,62.3,5.4
01089,362276,246132,0.462,44.4,10.013532916343472,38.133123040987044,62750,NA,117.4,3.5
01091,19321,8840,0.5495,51.6,12.94626758023801,14.041842219962225,37469,30.1,130.8,4.9
01093,29866,27739,0.4587,45.9,9.211849330961405,9.609282500591997,38049,30.1,192.9,4.1
01095,95643,88969,0.4707,46.8,9.828630566462728,14.82127740441926,42751,27.8,200.4,3.4
01097,414114,242715,0.476,47.6,12.817113348756736,19.368561164799154,45615,33.4,143,4.7
01099,21270,11587,0.5495,48.2,12.23348110618535,14.693932827735644,36432,28.9,134.5,6.1
01101,226941,81265,0.4928,49.6,13.912405463370584,30.358876956472066,45833,31.9,87,4
01103,119213,95265,0.4526,44.5,8.673737727910238,19.187981609790842,49274,27.1,138,3.5
01105,9293,2737,0.4938,47,15.806960697939473,11.14422192918043,26703,33.1,4,6.5
01107,20243,11477,0.4907,46.5,11.71554627287998,11.145448041056229,38379,33,98.9,4.6
01109,33333,19301,0.5367,52.5,16.16304689959081,20.394809803704113,40680,NA,104.7,4.5
01111,22647,17452,0.4815,43,9.364675984752223,11.615959434214037,41112,NA,112.1,4
01113,57952,28519,0.4661,44.3,11.862607940566356,10.491504854368932,36186,29.5,117.9,4
01115,87989,76774,0.4065,39.2,6.7763832978135605,13.89455748618073,52755,25.5,107.6,3.5
01117,213432,170998,0.4392,43.1,6.713159668297829,39.03379013071838,74098,NA,103.4,2.8
01119,12797,3229,0.5289,49.2,14.200441207519226,13.721864295358365,26495,44.6,41.3,5.8
01121,80387,51398,0.467,45.2,11.449667568741438,11.777740845382528,41733,31,140.1,4.2
01123,40541,28360,0.4689,51.5,10.300348953140578,16.017545721461673,44469,NA,103.1,4.1
01125,207305,133130,0.4677,49.9,8.875149581172716,26.38133168788916,51644,32.5,114,3.6
01127,64110,58077,0.4522,45.1,8.885931840023657,8.848542960770418,41925,30.5,249.9,4.2
01129,16541,10972,0.4989,43.3,9.427457481489894,9.737561627002172,44249,25.5,37.8,5.8
01131,10681,2915,0.4887,51.8,16.293614676362125,11.139074396446233,25700,29.4,63.5,9.5
01133,23784,22845,0.4752,45.2,9.195522544199184,9.402215771076486,38562,26.7,169.3,4.2
02013,3385,510,0.4068,41.9,15.5893536121673,4.882909815645242,69375,NA,NA,2.8
02016,5698,1660,0.3514,34.6,8.89763779527559,11.032698188661492,80290,19.4,NA,3.2
02020,293531,183741,0.4298,39.7,11.533188500558943,28.912468502041506,78579,NA,68.2,5
02050,18134,2022,0.4502,42.5,14.813061997160434,13.082481933715426,45582,NA,NA,11.7
02060,875,461,0.3916,33.3,9.183673469387756,21.099744245524295,70094,NA,NA,5.6
02068,2246,1892,0.3486,37,6.496815286624204,22.720364741641337,73220,11.9,NA,7.2
02070,4961,866,0.4271,43.1,13.865271419228254,16.421845574387948,52641,NA,NA,7.4
02090,99072,74722,0.4094,38.8,10.541693253181986,27.031308625505485,74241,NA,50.5,5.2
02100,2518,2055,0.3985,44.1,8.476286579212916,23.795180722891565,53413,22.9,NA,8.8
02105,2139,986,0.4306,NA,NA,NA,50573,NA,NA,11.5
02110,32227,21917,0.3985,36.5,10.387247682578186,36.01688527061662,90436,NA,81.3,4
02122,58464,48218,0.4393,40.7,10.14209784141447,20.268892570409072,63559,NA,100.1,6.9
02130,13800,9178,0.4332,38.1,11.150213002407854,20.157795310590064,71298,NA,101.8,5.5
02150,13451,7359,0.372,39.2,9.787522603978301,18.749236594601197,71118,NA,34.2,5.4
02158,8250,297,0.4285,NA,NA,NA,31250,NA,NA,18.2
02164,1393,293,0.4259,45.1,14.795918367346939,12.436289500509684,47644,NA,NA,10.2
02170,105369,87323,0.422,40,10.629499902704806,18.26376641191456,72296,NA,78.9,6.8
02180,9988,1555,0.4301,42.6,17.564054957296698,14.727420667209113,53877,NA,NA,10.4
02185,9792,3077,0.4094,36.5,18.53959222380275,16.997167138810198,82736,NA,NA,6.3
02188,7715,870,0.4469,40,21.40449438202247,12.69296740994854,53060,NA,NA,12.6
02195,3257,2480,0.4274,NA,NA,NA,59176,NA,80.3,7.9
02198,6407,3056,0.4326,NA,NA,NA,46488,NA,63.9,9.8
02220,8640,5554,0.4185,39.4,9.731543624161073,29.547075606276746,69501,NA,10.5,3.8
02230,1107,940,0.3023,NA,NA,NA,66991,NA,NA,8.7
02240,6878,5257,0.4058,42.6,8.960915157292659,18.223666395884106,59382,NA,NA,8.8
02261,9243,6633,0.413,41.4,9.912461380020597,21.223412513584847,86196,NA,43,6.7
02275,2502,1577,0.4208,NA,NA,NA,55696,NA,0.4,6.3
02282,649,293,0.3385,41,14.339622641509434,17.624521072796934,59955,NA,NA,7.3
02290,5377,1223,0.4671,45,17.236899090515376,14.243323442136498,37907,23.2,NA,13.6
04001,71511,16328,0.5013,48.3,13.636363636363637,11.088725300271213,33053,18,18.8,9.9
04003,125867,107581,0.4427,44.5,8.847395876459386,20.458918606888588,48966,NA,83.5,5.6
04005,141274,90333,0.4667,44.8,10.278149979208058,32.390083878968916,54399,NA,56.2,5.5
04007,53546,41171,0.4427,42.4,8.637944875568637,14.45545113312449,38897,NA,116.3,5.8
04009,37996,30366,0.4196,38.5,12.74049966497559,14.372710169323696,46378,NA,99.2,5.1
04011,9522,8715,0.3805,36.1,10.184635597216836,13.468322409555498,63557,NA,0.5,4.1
04012,20793,16035,0.4879,47,11.374832064487236,7.668366333355407,36389,NA,82.6,6.2
04013,4328810,3360305,0.4641,44.8,9.909959101274588,27.213896614098154,62221,NA,73.7,4.1
04015,207695,187413,0.4456,44.4,9.282582330441272,11.428931825601756,42210,NA,133.9,5.7
04017,109270,51496,0.4739,43,11.83258647453358,13.645499654544313,40883,NA,70.3,7.7
04019,1027207,781004,0.4694,45.2,9.786126886519726,29.55320100804959,51392,31.8,79.4,4.4
04021,432793,345754,0.4204,40.6,11.182877406281662,17.16784720828195,53114,NA,63.2,5
04023,46480,39840,0.4997,46,13.12862002390365,15.113719735876742,39265,NA,24.8,9.2
04025,228067,208248,0.4435,43.1,7.035992033383915,22.80192384660783,49860,NA,104.5,4.4
04027,209468,159864,0.4429,43.3,10.588611179691243,12.51272778343457,46013,NA,58,17
05001,17914,12921,0.4807,46.9,10.405581175357693,12.183179723502304,43752,NA,84.3,3.3
05003,20270,14682,0.4694,45,9.66538789428815,10.062333036509349,40495,NA,120.7,5.3
05005,41427,40058,0.4517,43,5.858550316678395,12.77849000381137,43011,NA,140.5,4.1
05007,265759,232718,0.4586,41.7,7.3215144643716075,20.32463091837966,64728,NA,93.2,2.9
05009,37331,35900,0.4364,46.2,7.327990758789979,12.674469007368877,41770,NA,169.5,3.5
05011,10874,7164,0.451,49.7,9.515928837401738,11.926386233269598,35950,NA,129.3,4.3
05013,5192,3957,0.4212,47.1,7.9844626672421235,7.296466973886329,42484,NA,88.7,3.8
05015,27965,25765,0.4631,47.6,7.743645107468838,13.831580170860697,38297,NA,72.2,3.2
05017,10615,4614,0.5252,52.5,14.390009606147935,11.6751269035533,31810,NA,85.4,6.7
05019,22386,15720,0.4319,47.1,9.201077199281867,19.81798325445941,40536,NA,99.7,3.7
05021,14889,14275,0.4663,47.3,6.390724012403936,7.392197125256674,35164,NA,144.2,4.3
05023,25100,24327,0.4501,43.8,6.221786064769382,13.885195676050637,43170,NA,111.9,4.5
05025,8128,6970,0.4257,43.1,7.943782462572563,9.984096130058315,47812,21.4,0.6,3.8
05027,23776,14396,0.4973,48.1,10.079150385732891,16.79655838892699,38488,NA,116.6,4.7
05029,20858,17760,0.4812,45.1,8.196309777833562,11.535608308605342,43519,NA,133.7,4.3
05031,107345,84590,0.4816,45.1,8.618928206557072,20.94430754066042,49355,NA,164.4,3
05033,62739,55246,0.4477,41.5,9.181808953405746,9.702354509107064,44850,NA,164.7,3.5
05035,48672,21168,0.4689,46.3,16.025120459098048,12.769825790882946,39272,NA,106.5,4.3
05037,16824,12380,0.4593,48.8,10.526315789473683,9.86948114727683,41661,NA,128.1,4.1
05039,7279,3888,0.4249,50.3,9.263995453253765,9.617632325930874,33739,NA,106.5,4.2
05041,11709,5710,0.4547,49.4,15.079365079365079,11.071652391894716,33228,NA,163.3,4.5
05043,18417,12611,0.4941,49.6,10.67193675889328,17.25958625465247,41339,NA,116.6,4.8
05045,123624,101450,0.4674,43.1,8.522050059594756,25.211901905642197,51535,NA,97.4,3.2
05047,17738,16682,0.4533,42.6,7.308921825050857,11.026257079114467,41140,NA,29.5,3.5
05049,12231,11736,0.4256,48.6,6.029106029106029,10.48162076913745,35723,NA,93.7,4
05051,98555,84807,0.4807,46,7.756591648374897,17.96503652662137,44662,NA,182.5,4
05053,18126,17180,0.4471,42.1,6.5213908027559695,11.040280857354027,54819,NA,80.9,3.1
05055,44937,42557,0.4261,46.6,7.728813559322035,10.893512851897185,46029,NA,174.4,3.4
05057,21842,12523,0.4199,45.4,11.150798080142874,10.969130405541732,39505,NA,119.6,3.5
05059,33597,28434,0.428,41.4,8.347217594135287,11.189536031589338,42329,NA,104.3,3.7
05061,13311,8967,0.511,47.3,9.303600804240542,11.627656132024592,36744,NA,170.8,3.4
05063,37427,34101,0.4561,44.4,7.113685304819188,13.732658004844748,42332,NA,164.7,4
05065,13570,12751,0.4278,45.9,5.919117647058823,11.675766484670307,37958,NA,76.7,5.4
05067,17027,13230,0.501,49.4,8.779228231243724,10.308095706325794,36235,NA,148.4,6
05069,69282,27475,0.4642,46.5,13.23187694321715,15.683580516449597,38677,NA,112.4,5.2
05071,26372,24056,0.4491,48,7.690547035934997,13.133346755251326,39798,NA,136,4.5
05073,6800,4077,0.5807,48.4,9.26033779848573,9.539704848910752,33378,NA,1.7,5.1
05075,16549,15992,0.4382,44,7.442318514350029,8.491204330175913,40777,NA,39.5,3.9
05077,9194,3949,0.5049,51.2,15.542802486848398,7.2816759212518924,28875,NA,51.3,4.8
05079,13455,8872,0.4604,44.3,11.090269636576789,7.647120528689815,43821,NA,81.8,4.2
05081,12347,9124,0.4494,45.1,9.222323879231473,9.912309912309912,42063,NA,163.8,5.2
05083,21668,19887,0.4243,45.2,8.063959507649834,9.3841642228739,37676,NA,39.8,4
05085,72528,64339,0.4161,39.5,8.955456338905616,14.56316481415083,54378,NA,110.1,3.2
05087,16211,15176,0.4771,46.6,6.827750320336811,10.056824273614238,40568,NA,79.7,2.9
05089,16476,15820,0.4416,44.3,6.375442739079102,10.437332873285603,39539,NA,85.4,4.1
05091,43572,30408,0.466,47.5,11.997186161028331,12.516479255525399,44325,NA,129.7,4.8
05093,42126,25411,0.4727,47,13.406377590573157,11.296343160825003,39678,NA,137,5.6
05095,7050,3847,0.4556,50.7,11.69305724725944,8.43683732202363,32427,NA,102.8,4.2
05097,8950,8247,0.454,43.6,5.019815059445178,8.833539603960396,35500,NA,108.4,4.7
05099,8351,5247,0.4086,46.8,9.709735422553301,10.707224334600761,46687,NA,NA,3.4
05101,7812,7356,0.4307,47.1,6.857142857142858,11.816305469556243,34036,NA,1.8,3.3
05103,23830,13582,0.4577,45.4,10.694910875742703,12.727272727272727,39576,NA,142.5,4.6
05105,10355,9963,0.4132,45.2,7.119578841814992,11.080332409972298,44118,NA,48.3,4.1
05107,18606,6719,0.4944,51.3,17.83544434146844,12.360570687418937,27663,NA,161.4,6
05109,10756,9774,0.4481,48.3,6.793960923623446,10.06141382464393,37493,NA,4.7,4
05111,23896,21113,0.4285,44,9.794534211051268,6.315221302626845,39778,NA,98.4,3.8
05113,20094,18409,0.492,46.5,6.834845283956755,10.944094779711218,35678,NA,123.3,4.1
05115,63761,58162,0.4696,43.3,8.168687503019177,18.989999125287927,45803,NA,134.1,4.4
05117,8189,7020,0.4579,47,8.294812532100668,9.038167938931299,43139,NA,88.6,3.8
05119,392967,219763,0.509,46.2,11.136120912249394,28.112800471344222,52361,NA,111.6,3.4
05121,17695,16842,0.4756,44.6,7.625602202339985,10.600475137216351,35989,NA,114.4,4
05123,25900,10630,0.4908,49.8,15.224534501642935,9.607659714961757,31561,NA,92.4,5.1
05125,119415,105610,0.399,37.4,8.12826483730883,16.363180156283605,61384,NA,96.9,3
05127,10376,9239,0.4331,44.3,7.471663196854037,8.416188208934324,33354,NA,155.5,3.6
05129,7908,7374,0.4554,47.8,6.358217428328129,8.390883977900552,30640,NA,86,4.3
05131,127591,93752,0.4691,46,9.415011037527595,16.598973204112546,44058,NA,174.6,3.5
05133,17081,10744,0.4595,44.4,8.61948142957253,9.228734228734229,41649,NA,65.2,4.6
05135,17139,16284,0.4769,45,6.3098044654000836,10.257035952497153,34266,NA,147,4.7
05137,12475,12044,0.4609,49.4,5.473993288590604,9.754895923143245,32778,NA,159.5,4.5
05139,39449,25201,0.47,47.3,10.72877869809328,14.896951910891751,43827,NA,136.3,5.5
05141,16642,15816,0.4504,48.3,6.124542124542125,11.489398379589726,36244,NA,109,5.2
05143,232289,179292,0.4851,44.1,8.006516932386827,24.54291153915698,50400,NA,101.6,2.6
05145,78762,71754,0.4609,44.6,7.666613647208526,15.517159986781854,44088,NA,125.3,4.3
05147,6533,4563,0.5001,50.2,11.158312092891533,8.047585724282715,32271,NA,4.7,4.7
05149,21464,16873,0.4367,48.1,8.545821762181268,10.908558459623691,40325,NA,69.3,4.1
06001,1656754,670364,0.4616,45.5,8.925241207114453,39.142896151583805,95550,NA,33.6,3.1
06003,1039,599,0.493,48.7,9.295177067493562,31.055676669134215,55755,NA,NA,4.6
06005,38429,33327,0.449,40.9,7.196319439675891,18.951952795729138,60588,NA,114.7,4.1
06007,225817,184180,0.4944,45,9.129268263855236,24.36269977545899,48634,NA,136.9,5.1
06009,45514,41173,0.4414,39.6,9.905942478116675,19.847856154910097,58536,NA,92.2,4.1
06011,21454,18949,0.4554,44,9.985074626865671,11.820480404551201,53595,NA,41.2,13.3
06013,1142251,637904,0.4672,44.9,8.50558281497508,37.15424256951103,95062,NA,45.8,3.2
06015,27495,20581,0.4743,44.4,10.422272821362037,13.500816993464053,39996,NA,147,5.8
06017,188563,165234,0.4556,43.4,6.639105803092941,31.164908029147945,78464,NA,68.8,3.7
06019,984521,639985,0.4746,45.3,13.832787465379212,18.80135631095834,51452,NA,59.6,7.6
06021,27976,22685,0.4442,43.7,8.412698412698413,12.550370846230217,49979,30.1,66.8,6.6
06023,135940,108557,0.4841,46.5,9.734801964998464,26.204469470350165,46123,NA,100.7,3.6
06025,180701,117658,0.4704,45.6,15.925901538596607,10.422911151464765,43413,NA,53.7,18.8
06027,17977,14170,0.4104,43.8,9.70140517892757,19.145122643318963,53528,NA,60.7,3.9
06029,887641,660147,0.4668,45.2,15.222479456585342,14.38721018792398,49904,NA,62.4,8.1
06031,150691,102062,0.4272,40.8,12.922593279736137,11.556471463735761,55076,NA,67.7,7.9
06033,64195,49389,0.4817,40.8,11.17448586118252,14.807813484562066,45797,NA,137,5.3
06035,30818,25324,0.4171,39.3,10.848508330104611,11.282093146659047,58776,NA,93.4,4.8
06037,10081570,5168443,0.5002,49.1,11.031119419501259,27.617149369221902,64912,NA,35.3,4.7
06039,155433,108100,0.4422,45,11.75655332266004,11.712346675457843,50783,NA,52.6,7.1
06041,259943,202313,0.5178,50.3,6.919165281772134,53.51265086278552,112735,NA,39.4,2.4
06043,17420,15402,0.4234,43.8,7.093660877448693,22.326590279558513,52387,NA,69.8,5.4
06045,87224,72935,0.4704,45,10.160301045956917,24.305719987822616,50453,NA,118.2,4
06047,271382,149434,0.4719,45,14.390005371974821,12.677507012622721,48036,NA,68.5,8.5
06049,8907,7976,0.4003,48.1,9.0767904704575,13.871777978045552,40970,NA,100.2,7.6
06051,14310,11921,0.415,42.6,7.161497063668641,31.70129033332449,60318,NA,54,4.1
06053,433410,230992,0.457,44.3,10.400657290609443,23.594745875960744,70294,NA,55.6,6.4
06055,139623,102467,0.4712,45.8,6.627752939228349,28.34984920292977,83881,NA,46.4,3
06057,99244,91726,0.4697,41.8,8.482324258431532,31.66307496895917,64901,NA,86,3.5
06059,3168044,1931263,0.4685,45.6,8.232480144850006,34.56122035920489,86031,NA,43.9,3
06061,385512,316716,0.4467,42.1,9.037948185351368,32.87251636874419,81366,NA,66.5,3.2
06063,18660,16855,0.4667,41.7,8.452689333921136,23.008907093166894,51756,NA,90.2,7.6
06065,2411439,1444654,0.4572,43.9,10.322337476737522,19.605303821871644,63776,NA,52.4,4.5
06067,1524553,873905,0.4538,42.4,11.374124610355507,27.45492052487114,62959,NA,53.8,3.9
06069,60376,49245,0.4054,40.2,10.458340842193788,18.40294543698696,77200,NA,50.4,5.1
06071,2149031,1315238,0.4375,41.6,13.055091763217236,17.66133902365694,60270,NA,54.8,4.1
06073,3316073,2345667,0.4627,45,9.006517628312809,33.22651931344662,76048,NA,42.7,3.4
06075,874961,406056,0.5099,50.8,4.422242393345187,49.789042353544765,109601,NA,35.4,2.4
06077,742603,419288,0.4529,43.5,12.448987448987449,16.766141751996596,60950,NA,59.2,6.1
06079,282165,241123,0.4496,45.9,6.7914895269155355,29.519546368951683,70634,NA,77.3,3
06081,767423,388318,0.4849,46.4,6.70775149615275,43.53627322599221,115908,NA,33.2,2.3
06083,444829,344778,0.4815,47.8,8.707907262179154,30.585491394563295,70651,NA,57.6,4
06085,1927470,857092,0.4664,45.2,7.744267386807946,43.86641460566929,118468,NA,26.1,2.7
06087,273962,204866,0.4819,46.4,8.942663444470583,37.669494376181184,76633,NA,62.3,5
06089,179212,155124,0.4588,45.1,11.442366423315203,17.840895835763444,51207,NA,132.5,5
06091,3040,2963,0.4594,42.6,8.464836345428324,19.142456248233007,49495,NA,28.7,6.1
06093,43468,36847,0.4772,44.5,9.627643428108874,19.72440314052235,44013,NA,124,6.8
06095,441829,232437,0.4207,39.9,12.276719919825503,22.303555251459215,75931,NA,46.7,4
06097,499772,373667,0.4536,43.9,8.185821993898417,30.444880098919192,79511,NA,58,2.8
06099,543194,415911,0.4396,43.5,11.673046412652043,15.34374354281666,58925,NA,90.8,6.5
06101,96109,66293,0.453,42.3,9.746639939535342,17.898853247370923,54102,NA,108.8,7.7
06103,63912,54795,0.4656,44.7,15.264934040408468,11.462767289298412,41819,NA,103.9,5.8
06105,12700,10924,0.4638,45.9,9.79904092047249,17.380781362937668,40676,NA,110.2,5.8
06107,461898,340462,0.4728,44.9,14.43803156672732,12.336044099291566,46377,NA,68.8,9.8
06109,54045,47447,0.4832,46.2,8.235187942782366,17.573970218526398,58776,NA,126.4,4.7
06111,847263,678658,0.4455,42.9,8.288752264926995,30.13323896732842,82436,NA,56.7,3.8
06113,217352,150617,0.4928,45.8,8.035553959418207,37.97413245777931,64900,NA,47.6,4.3
06115,76360,58016,0.426,41.5,12.537288349229025,11.592766307238529,53822,NA,92,6.5
08001,504108,411153,0.4052,37.7,10.654202690470989,17.38101428097573,65977,31,56.6,3.2
08003,16107,13918,0.487,47,10.773733308944577,26.963931364538347,43121,NA,165.5,3.7
08005,644560,461113,0.4522,43.3,9.191290091090519,37.03310588829922,75196,31.5,63.6,3
08007,13253,11136,0.4511,48.2,8.492462311557789,29.013341152323708,52481,31.4,77.6,3.2
08009,3561,3357,0.4562,45.1,5.564304461942257,14.022842639593907,35725,27.5,81.2,1.7
08011,5787,5287,0.4527,44.4,10.334498252621069,11.468912558830816,37307,33.7,65.5,3
08013,322510,286950,0.4848,43.8,7.002964771538194,52.38333172152198,80701,NA,51.3,2.6
08014,67886,58579,0.4343,NA,NA,NA,91968,NA,55.4,2.7
08015,19557,18324,0.4231,44.1,6.044957472660997,24.32204105770043,53545,29.5,97.9,2.5
08017,2026,1894,0.4367,42.4,5.227272727272727,14.185883997204751,50571,17.7,73,1.7
08019,9495,8947,0.4205,40.7,6.867379945260015,38.80931065353626,71850,27.4,36.1,2.8
08021,8128,7216,0.4533,46.4,10.671140939597315,14.400482024502912,36852,29.7,1.3,3.9
08023,3745,3311,0.4988,46,8.516300731869594,12.769353551476456,30486,35,NA,4.1
08025,5754,5098,0.4013,50.5,10.014727540500736,11.880934051834744,38112,31.6,32.3,4.1
08027,4776,4441,0.4154,45.8,5.337837837837838,26.687598116169546,54080,33.8,NA,3.4
08029,30565,28866,0.4805,42.3,7.017543859649122,17.589239524055873,43528,NA,90.4,3.7
08031,705576,537029,0.4909,47.1,8.237925052772379,34.46530904352191,64974,29.5,44.3,2.9
08033,1857,1795,0.4306,45.7,6.496815286624204,13.529856386999246,44882,NA,NA,2.7
08035,336041,298665,0.3993,35.9,5.621758256188038,51.85438827421822,112386,26.4,54.9,2.6
08037,54681,48591,0.4694,44.6,6.08661209400581,42.63006843770697,88913,NA,48.6,2.5
08039,25717,24062,0.4013,35,5.420974889217135,26.556890900577496,102731,28.3,35.1,2.6
08041,698974,556174,0.4322,40.5,9.164332229781351,31.758941389426376,65260,NA,72.5,3.6
08043,47321,42504,0.4364,40.9,8.186712184873949,13.491298849882579,48820,29.6,76.4,4.9
08045,59055,50833,0.4031,38.7,8.21985334894325,23.83087075025104,71897,NA,86.2,3
08047,6018,5562,0.4468,35.4,6.412139011257954,31.191088260497,79636,27.4,NA,2.3
08049,15303,14510,0.4137,40.9,6.0492610837438425,34.546727336366814,61241,NA,47.4,2.5
08051,16802,16083,0.4321,46.2,5.5762081784386615,43.591251175917215,53480,32.6,54.5,2.3
08053,857,807,0.4427,44.5,5.8495821727019495,34.90725126475548,59157,23.3,NA,2.5
08055,6679,6140,0.4341,47.3,8.27384815055159,16.13245971312201,37424,38.6,77.7,6.2
08057,1261,1234,0.3906,41.5,7.715582450832073,19.854280510018217,48785,NA,NA,2.4
08059,574798,520619,0.4329,39.7,7.936739021774472,36.54825800175778,80562,29.6,76.3,2.8
08061,1489,1433,0.4434,44.4,6.466165413533835,16.129032258064516,43845,19.4,131.5,1.7
08063,7447,6861,0.4595,44.1,6.153846153846154,15.378759040730872,44028,28.1,42.6,1.9
08065,7751,6614,0.4414,41.6,8.36412495801142,19.51167728237792,49799,NA,53.5,2.4
08067,55617,48924,0.4703,44.8,8.222811671087534,36.35648661209023,61974,NA,63.6,2.8
08069,344786,314957,0.4463,41.7,7.199168416285867,39.52539859102707,69443,NA,70,2.6
08071,14266,12111,0.4708,51.2,9.330957395107726,16.227259461037065,39552,NA,135.6,4.4
08073,5585,4971,0.4737,41.2,8.309037900874635,13.241575700047461,45308,30.3,1.2,2.2
08075,22380,20452,0.4217,43.1,7.667858561779897,14.578552852990667,50246,NA,90.9,2.6
08077,151218,142163,0.4419,43.3,8.66813608886367,21.954477592393722,52623,NA,86.2,3.8
08079,824,720,0.3755,51.8,4.244031830238726,31.2202852614897,55906,30.3,NA,2.5
08081,13127,12388,0.4418,38,9.813365442504516,12.458353165159448,57680,NA,109.8,3.4
08083,26031,21077,0.4162,45.3,9.06423214867949,20.95152140278494,48692,29.4,99.5,4.5
08085,41686,39254,0.4518,41.7,8.03496128191367,18.65634478699805,51031,30.8,88.9,3.4
08087,28517,25319,0.4076,41.7,8.35517349827026,13.462577276273931,50453,26.5,74.4,2.7
08089,18282,16479,0.4568,44.4,10.366161616161616,15.396295171576071,37907,33.3,111.4,4.7
08091,4796,4684,0.4666,45.3,6.472081218274112,36.84786574242977,63627,24.9,39.9,3.2
08093,17867,16856,0.3978,36.4,5.072955548014931,30.276733198341528,69884,NA,0,2.6
08095,4290,4146,0.3953,41.7,5.502526670409883,19.873291097032343,52096,23.1,33.2,1.8
08097,17926,16339,0.509,47.9,5.347436462465109,57.110051227698285,78596,NA,28.4,3.5
08099,12022,11351,0.4428,42.8,10.024495948746939,11.889994148624927,41238,31.4,88.4,3.1
