fips,year,march_employees,payroll,establishments
00101,1970,0,0,0
00101,1971,0,0,0
00101,1974,4253,28715000,338
00101,1975,4364,31453000,343
00101,1976,4295,35329000,358
00101,1977,4894,48487000,379
00101,1978,5323,50159000,389
00101,1979,5438,55657000,377
00101,1980,5813,65043000,363
00101,1981,5421,69796000,354
00101,1982,4998,65799000,363
00101,1983,4753,68358000,420
00101,1984,5458,81585000,464
00101,1985,5115,79039000,474
00101,1986,4941,79189000,497
00101,1987,5721,94649000,534
00101,1988,12312,212238000,1080
00101,1989,6693,108534000,569
00101,1990,6639,113622000,585
00101,1991,6811,124325000,627
00101,1992,7466,129025000,641
00101,1993,7402,137012000,660
00101,1994,7713,143529000,664
00101,1995,7898,154385000,691
00101,1996,7547,158026000,706
00101,1997,8288,166744000,752
00101,1998,8100,172862000,754
00101,1999,9143,202499000,775
00101,2000,9115,196839000,769
00101,2001,9189,219788000,795
00101,2002,9962,225866000,833
00104,1970,0,0,0
00104,1971,0,0,0
00104,1974,3901,23095000,265
00104,1975,4056,29688000,281
00104,1976,3702,27746000,273
00104,1977,3563,29768000,307
00104,1978,3728,34711000,302
00104,1979,4206,39422000,304
00104,1980,3965,40059000,288
00104,1981,4231,45517000,302
00104,1982,4035,42331000,300
00104,1983,3736,48320000,380
00104,1984,4399,60769000,398
00104,1985,4601,62131000,399
00104,1986,4874,70506000,405
00104,1987,5565,91621000,428
00104,1988,5587,87897000,429
00104,1989,6347,105158000,445
00104,1990,6226,101477000,429
00104,1991,6055,108058000,422
00104,1992,5795,105008000,451
00104,1993,6095,106162000,445
00104,1994,6375,111566000,436
00104,1995,6488,114344000,437
00104,1996,6541,110053000,447
00104,1997,6841,121019000,490
00104,1998,7141,137709000,508
00104,1999,6425,123347000,493
00104,2000,6514,125517000,506
00104,2001,6378,129900000,512
00104,2002,5818,124189000,519
00105,1970,0,0,0
00105,1971,0,0,0
00105,1974,6009,40468000,617
00105,1975,6087,49080000,595
00105,1976,6428,54576000,604
00105,1977,6450,58658000,606
00105,1978,6932,69682000,607
00105,1979,7042,75243000,606
00105,1980,6927,80230000,587
00105,1981,6927,88097000,574
00105,1982,6429,82866000,558
00105,1983,6270,84476000,636
00105,1984,6706,89003000,651
00105,1985,6288,89324000,639
00105,1986,6642,102279000,617
00105,1987,6726,107607000,625
00105,1988,7196,113985000,619
00105,1989,7624,121742000,623
00105,1990,7557,124863000,605
00105,1991,7628,131171000,627
00105,1992,7463,135430000,620
00105,1993,7697,142812000,613
00105,1994,7918,154192000,608
00105,1995,8481,165035000,594
00105,1996,8356,167777000,600
00105,1997,8306,175637000,596
00105,1998,8404,192896000,587
00105,1999,8491,203026000,587
00105,2000,8275,200697000,577
00105,2001,8301,200968000,571
00105,2002,8397,215870000,614
00106,1970,0,0,0
00106,1971,0,0,0
00106,1974,308661,32083392000,20768
00106,1975,299733,34031975000,20858
00106,1976,308384,3781008000,21070
00106,1977,322867,4228847000,22007
00106,1978,355473,4837869000,22253
00106,1979,373642,5424715000,23420
00106,1980,379890,5974574000,23546
00106,1981,379091,6577600000,23852
00106,1982,383432,6962662000,24269
00106,1983,374797,7526347000,27561
00106,1984,407560,8445066000,28303
00106,1985,427056,9139591000,29624
00106,1986,437695,9708974000,30409
00106,1987,455499,10494692000,31288
00106,1988,470890,11315566000,31903
00106,1989,494193,12306860000,32254
00106,1990,505595,13102022000,32808
00106,1991,504883,13637711000,33057
00106,1992,506517,14425925000,33720
00106,1993,501857,14615563000,33574
00106,1994,503906,15253793000,33300
00106,1995,525644,16571192000,33460
00106,1996,549705,18722917000,34030
00106,1997,576640,20596825000,34770
00106,1998,598220,22237245000,35137
00106,1999,613225,24359654000,35707
00106,2000,655730,28627936000,36391
00106,2001,670375,29759500000,36468
00106,2002,653437,29206644000,36772
00108,1970,0,0,0
00108,1971,0,0,0
00108,1974,48755,398528000,3436
00108,1975,47254,454274000,3528
00108,1976,51348,518742000,3633
00108,1977,51952,595269000,3793
00108,1978,60343,716694000,3939
00108,1979,67120,861026000,4082
00108,1980,70735,996628000,4040
00108,1981,73460,1145911000,4148
00108,1982,68684,1139266000,4142
00108,1983,68570,1236883000,4908
00108,1984,75626,1402362000,5253
00108,1985,80694,1539039000,5474
00108,1986,81295,1570829000,5608
00108,1987,79696,1657509000,5749
00108,1988,78511,1662633000,5640
00108,1989,79112,1651425000,5618
00108,1990,81864,1793494000,5639
00108,1991,84324,1854033000,5900
00108,1992,90230,2148342000,6117
00108,1993,96339,2351160000,6237
00108,1994,96114,2432201000,6375
00108,1995,100183,2578676000,6443
00108,1996,105581,2956300000,6683
00108,1997,113914,3111639000,7038
00108,1998,117241,3431158000,7008
00108,1999,122961,3804440000,7102
00108,2000,127505,4093491000,7221
00108,2001,127921,4311177000,7245
00108,2002,130778,4357774000,7690
00109,1970,0,0,0
00109,1971,0,0,0
00109,1974,283676,2969511000,17733
00109,1975,275942,3097595000,17674
00109,1976,268228,3307100000,17906
00109,1977,291840,3743836000,18907
00109,1978,310886,4308617000,19048
00109,1979,340211,5036953000,19865
00109,1980,347665,5796648000,19836
00109,1981,356621,6618815000,20237
00109,1982,364398,7188599000,20557
00109,1983,363222,7782347000,23350
00109,1984,379508,8596930000,24446
00109,1985,394117,9550113000,25299
00109,1986,403517,10297248000,26131
00109,1987,408232,11072161000,26966
00109,1988,419079,12210962000,27513
00109,1989,419263,12853956000,27770
00109,1990,411101,13144217000,27468
00109,1991,400104,13627386000,26835
00109,1992,395243,14514161000,26886
00109,1993,401700,14368366000,27094
00109,1994,392359,14609428000,27375
00109,1995,399276,15960873000,27650
00109,1996,411996,17571385000,27919
00109,1997,420435,19285920000,28332
00109,1998,424846,21547737000,28438
00109,1999,436325,23021009000,28560
00109,2000,444930,25894338000,28587
00109,2001,457272,26467729000,28673
00109,2002,462542,25902181000,28385
00110,1970,0,0,0
00110,1971,0,0,0
00110,1974,22746,168424000,1693
00110,1975,20323,168832000,1672
00110,1976,20952,176232000,1700
00110,1977,21788,197804000,1761
00110,1978,22848,217124000,1785
00110,1979,22847,229937000,1816
00110,1980,22495,247084000,1779
00110,1981,23738,283310000,1769
00110,1982,24316,298560000,1826
00110,1983,24049,321431000,2086
00110,1984,25620,351586000,2101
00110,1985,27207,395570000,2200
00110,1986,28887,435535000,2240
00110,1987,29724,464274000,2364
00110,1988,32831,510695000,2426
00110,1989,33796,559087000,2525
00110,1990,35537,611347000,2588
00110,1991,34871,624508000,2595
00110,1992,34460,645976000,2676
00110,1993,35250,669917000,2676
00110,1994,35735,705919000,2696
00110,1995,38068,772783000,2729
00110,1996,41719,847465000,2849
00110,1997,43393,930903000,2883
00110,1998,42453,964362000,2966
00110,1999,43783,1063683000,2979
00110,2000,44400,1119916000,2961
00110,2001,46469,1212750000,3007
00110,2002,46157,1225215000,2991
00111,1970,0,0,0
00111,1971,0,0,0
00111,1974,309798,3158055000,16250
00111,1975,307315,3369829000,16113
00112,1970,0,0,0
00112,1971,0,0,0
00112,1974,29555,197638000,2399
00112,1975,26793,202691000,2377
00112,1976,27395,219824000,2433
00112,1977,27985,241901000,2608
00112,1978,31746,281681000,2719
00112,1979,34637,318840000,2881
00112,1980,36583,382391000,2979
00112,1981,40499,461074000,3055
00112,1982,41402,510580000,3144
00112,1983,43812,572909000,3736
00112,1984,47169,635658000,3937
00112,1985,50274,692484000,4125
00112,1986,51976,745030000,4250
00112,1987,55698,1066269000,4394
00112,1988,57253,888234000,4459
00112,1989,61003,998689000,4566
00112,1990,61018,1044527000,4698
00112,1991,60995,1104135000,4730
00112,1992,62731,1209681000,4803
00112,1993,62721,1245319000,4906
00112,1994,66180,1327969000,4982
00112,1995,71759,1454742000,5071
00112,1996,75281,1519810000,5073
00112,1997,71050,1634513000,5123
00112,1998,75584,1770610000,5124
00112,1999,78917,1889307000,5076
00112,2000,81409,2019488000,5171
00112,2001,84779,2107280000,5186
00112,2002,82235,2168625000,5283
00113,1970,0,0,0
00113,1971,0,0,0
00113,1974,2398,12858000,272
00113,1975,2141,12476000,250
00113,1976,2245,14539000,260
00113,1977,2380,15891000,279
00113,1978,3555,30177000,268
00113,1979,3627,32097000,279
00113,1980,3401,35942000,254
00113,1981,3516,42869000,260
00113,1982,3652,45069000,261
00113,1983,3881,56466000,297
00113,1984,4273,71270000,310
00113,1985,4372,69225000,311
00113,1986,4177,79564000,299
00113,1987,4684,87734000,306
00113,1988,4689,95148000,310
00113,1989,4401,94459000,292
00113,1990,4164,94408000,296
00113,1991,4131,104140000,309
00113,1992,4306,109312000,315
00113,1993,4696,115668000,328
00113,1994,4855,126600000,354
00113,1995,5137,124947000,363
00113,1996,5014,125487000,378
00113,1997,5078,126463000,392
00113,1998,5724,192677000,393
00113,1999,5603,196061000,385
00113,2000,4693,151856000,385
00113,2001,4653,149470000,373
00113,2002,4692,148566000,402
00115,1970,0,0,0
00115,1971,0,0,0
00115,1974,18512,139208000,1678
00115,1975,18064,147845000,1638
00115,1976,19072,171253000,1677
00115,1977,20810,194298000,1887
00115,1978,22144,214147000,1963
00115,1979,23614,247989000,2106
00115,1980,23881,278399000,2146
00115,1981,23821,296870000,2156
00115,1982,23456,306588000,2169
00115,1983,23229,296544000,2513
00115,1984,23763,307891000,2555
00115,1985,24023,324379000,2657
00115,1986,26639,369845000,2716
00115,1987,30087,440697000,3021
00115,1988,32679,490291000,3187
00115,1989,34871,583402000,3194
00115,1990,38421,698002000,3376
00115,1991,40839,764039000,3536
00115,1992,41620,810957000,3712
00115,1993,40134,813542000,3672
00115,1994,39095,812824000,3634
00115,1995,37217,796388000,3649
00115,1996,38671,849792000,3675
00115,1997,40682,922009000,3622
00115,1998,38917,923366000,3552
00115,1999,41739,1010712000,3548
00115,2000,44147,1094151000,3629
00115,2001,46711,1167521000,3688
00115,2002,45923,1211416000,3764
00116,1970,0,0,0
00116,1971,0,0,0
00116,1974,45787,416280000,3492
00116,1975,49131,568322000,3638
00116,1976,50185,672914000,3846
00116,1977,53677,731277000,4301
00116,1978,60489,691574000,4402
00116,1979,63801,804358000,4628
00116,1980,65195,891120000,4497
00116,1981,62949,961973000,4472
00116,1982,61313,1018493000,4600
00116,1983,61246,1084909000,5377
00116,1984,66678,1166549000,5750
00116,1985,69796,1286006000,5808
00116,1986,70744,1282534000,5829
00116,1987,71243,1336332000,5792
00116,1988,76912,1578781000,6028
00116,1989,86743,1830036000,6217
00116,1990,91764,1932930000,6544
00116,1991,95490,2107584000,6822
00116,1992,99423,2334127000,7228
00116,1993,106178,2547478000,7732
00116,1994,119468,3068947000,8082
00116,1995,126168,3504373000,8389
00116,1996,129932,3610774000,8745
00116,1997,132834,3918876000,9126
00116,1998,140801,4279737000,9377
00116,1999,145958,4310214000,9854
00116,2000,153179,5276712000,10139
00116,2001,161511,4945686000,10275
00116,2002,156764,5062524000,10622
00117,1970,0,0,0
00117,1971,0,0,0
00117,1974,29352,2403278000,1524
00117,1975,27878,2333625000,1519
00117,1976,26524,246328000,1514
00117,1977,26054,267384000,1552
00117,1978,27884,302001000,1541
00117,1979,28297,339105000,1559
00117,1980,28705,373440000,1529
00117,1981,28420,395337000,1524
00117,1982,27376,376425000,1520
00117,1983,24840,367232000,1654
00117,1984,25342,384682000,1711
00117,1985,24730,377919000,1731
00117,1986,24476,378970000,1702
00117,1987,22182,356164000,1707
00117,1988,23161,391267000,1707
00117,1989,23868,415121000,1736
00117,1990,27295,484064000,1736
00117,1991,27270,491770000,1748
00117,1992,26123,492062000,1792
00117,1993,25821,505867000,1799
00117,1994,27453,579527000,1826
00117,1995,30190,649920000,1842
00117,1996,28230,633076000,1818
00117,1997,28444,653726000,1875
00117,1998,29994,733969000,1867
00117,1999,29912,767140000,1905
00117,2000,30974,809697000,1914
00117,2001,29775,771068000,1890
00117,2002,29666,775915000,1920
00118,1970,0,0,0
00118,1971,0,0,0
00118,1974,8177,65720000,516
00118,1975,7241,59189000,509
00118,1976,8239,78695000,517
00118,1977,8875,88653000,549
00118,1978,10127,105143000,532
00118,1979,9856,111565000,531
00118,1980,8916,104193000,525
00118,1981,8831,116352000,540
00118,1982,8364,118901000,554
00118,1983,8185,131345000,617
00118,1984,9384,152674000,637
00118,1985,9716,158382000,659
00118,1986,9647,159579000,660
00118,1987,10590,187607000,685
00118,1988,11550,211332000,690
00118,1989,12098,209760000,703
00118,1990,11162,198418000,695
00118,1991,10724,204255000,688
00118,1992,10681,204601000,704
00118,1993,11493,221589000,707
00118,1994,12489,258704000,725
00118,1995,13045,263642000,724
00118,1996,12908,281539000,758
00118,1997,12838,305657000,775
00118,1998,13634,336360000,762
00118,1999,13592,349250000,774
00118,2000,14337,352899000,788
00118,2001,13017,327089000,784
00118,2002,11575,315594000,777
00119,1970,0,0,0
00119,1971,0,0,0
00119,1974,1357,8772000,232
00119,1975,1335,9541000,230
00119,1976,1397,11144000,229
00119,1977,1461,11476000,240
00119,1978,1531,12898000,238
00119,1979,1619,15027000,238
00119,1980,1531,15174000,230
00119,1981,1567,16441000,222
00119,1982,1558,17845000,223
00119,1983,1608,18316000,244
00119,1984,1555,18988000,250
00119,1985,1590,18918000,244
00119,1986,1593,20866000,226
00119,1987,1717,23304000,225
00119,1988,1862,26686000,226
00119,1989,1825,26036000,225
00119,1990,1816,27162000,216
00119,1991,1679,25938000,221
00119,1992,1771,29074000,213
00119,1993,1763,32139000,214
00119,1994,1936,34819000,206
00119,1995,1922,37612000,214
00119,1996,2092,41659000,228
00119,1997,2075,42709000,223
00119,1998,2064,45654000,212
00119,1999,2274,50915000,216
00119,2000,2301,51047000,217
00119,2001,2165,48189000,219
00119,2002,1877,41965000,193
00120,1970,0,0,0
00120,1971,0,0,0
00120,1974,3651,21719000,400
00120,1975,3883,24579000,391
00120,1976,4215,29438000,396
00120,1977,4364,31786000,411
00120,1978,4751,36379000,418
00120,1979,4908,42754000,433
00120,1980,4884,46696000,427
00120,1981,4695,51526000,435
00120,1982,4069,47565000,374
00120,1983,3774,47345000,429
00120,1984,4213,54469000,442
00120,1985,4063,52450000,420
00120,1986,4195,51673000,426
00120,1987,3837,55080000,386
00120,1988,4094,63630000,372
00120,1989,4520,64203000,402
00120,1990,4643,67842000,411
00120,1991,4769,69424000,403
00120,1992,4673,74805000,403
00120,1993,5022,77985000,418
00120,1994,5217,84621000,430
00120,1995,5649,91673000,442
00120,1996,4831,86617000,394
00120,1997,4742,93557000,416
00120,1998,4872,103314000,410
00120,1999,5182,102820000,410
00120,2000,5203,105520000,416
00120,2001,5270,110857000,414
00120,2002,4634,106012000,404
00121,1970,0,0,0
00121,1971,0,0,0
00121,1974,1465,6722000,229
00121,1975,1409,7259000,221
00121,1976,1486,8917000,233
00121,1977,1522,9152000,226
00121,1978,1587,10390000,211
00121,1979,1719,12488000,228
00121,1980,1801,13715000,219
00121,1981,1885,15106000,225
00121,1982,1948,18032000,242
00121,1983,2092,21709000,284
00121,1984,2097,19405000,287
00121,1985,2468,24478000,276
00121,1986,2414,24790000,265
00121,1987,2665,29960000,277
00121,1988,2758,32632000,269
00121,1989,2955,34817000,275
00121,1990,3128,36134000,277
00121,1991,3261,38751000,275
00121,1992,2930,38462000,265
00121,1993,3282,47549000,272
00121,1994,3339,50841000,254
00121,1995,3934,60738000,257
00121,1996,3381,55619000,274
00121,1997,3463,57754000,284
00121,1998,3034,56359000,280
00121,1999,3076,63204000,288
00121,2000,3425,66972000,305
00121,2001,3706,70605000,301
00121,2002,3403,65891000,318
00122,1970,0,0,0
00122,1971,0,0,0
00122,1974,9243,61737000,871
00122,1975,9215,69894000,887
00122,1976,9678,79298000,904
00122,1977,8301,67647000,910
00122,1978,9509,78225000,903
00122,1979,9659,89292000,937
00122,1980,10041,103378000,949
00122,1981,10668,121358000,959
00122,1982,11313,130158000,958
00122,1983,9400,112274000,1052
00122,1984,9717,120783000,1051
00122,1985,9610,122834000,1031
00122,1986,9590,115502000,967
00122,1987,9310,119173000,922
00122,1988,8864,118917000,888
00122,1989,8835,118625000,874
00122,1990,9301,130503000,849
00122,1991,9729,142768000,852
00122,1992,9946,150169000,889
00122,1993,10786,165326000,905
00122,1994,11092,175626000,905
00122,1995,11324,194496000,916
00122,1996,11399,193727000,943
00122,1997,11385,209910000,983
00122,1998,12220,238493000,979
00122,1999,12047,237232000,984
00122,2000,11904,249976000,1014
00122,2001,12059,268762000,1018
00122,2002,11152,226202000,1005
00123,1970,0,0,0
00123,1971,0,0,0
00123,1974,29241,197877000,1971
00123,1975,28039,208861000,1939
00123,1976,29126,237549000,1969
00123,1977,31000,262633000,2026
00123,1978,33549,294542000,2010
00123,1979,33562,325076000,2071
00123,1980,34195,353809000,2004
00123,1981,33087,368809000,2020
00123,1982,33622,390837000,2061
00123,1983,32918,422806000,2335
00123,1984,35118,465418000,2388
00123,1985,34828,494048000,2484
00123,1986,35828,532511000,2579
00123,1987,37200,593137000,2703
00123,1988,39707,655259000,2741
00123,1989,41412,694666000,2795
00123,1990,38438,691577000,2770
00123,1991,36014,668548000,2678
00123,1992,34784,695497000,2661
00123,1993,36428,715680000,2623
00123,1994,38355,768782000,2601
00123,1995,39431,802401000,2659
00123,1996,39652,852114000,2736
00123,1997,38707,878473000,2787
00123,1998,39769,936536000,2763
00123,1999,43092,1054066000,2732
00123,2000,45866,1159483000,2786
00123,2001,45920,1203034000,2799
00123,2002,45076,1258334000,2765
00124,1970,0,0,0
00124,1971,0,0,0
00124,1974,23094,205255000,1575
00124,1975,21125,197606000,1556
00124,1976,21191,222821000,1541
00124,1977,20355,242524000,1573
00124,1978,21462,256306000,1614
00124,1979,22643,283937000,1597
00124,1980,22419,297341000,1567
00124,1981,21920,322917000,1616
00124,1982,20366,307577000,1600
00124,1983,19906,315207000,1785
00124,1984,20075,328653000,1797
00124,1985,21390,343071000,1830
00124,1986,21206,351171000,1858
00124,1987,23006,383021000,1879
00124,1988,22273,377207000,1856
00124,1989,23649,408070000,1884
00124,1990,24138,438388000,1900
00124,1991,23358,431410000,1868
00124,1992,22688,449204000,1908
00124,1993,23151,475332000,1921
00124,1994,23144,494651000,1903
00124,1995,23610,499597000,1899
00124,1996,23772,526141000,1885
00124,1997,24826,552162000,1846
00124,1998,24471,560673000,1843
00124,1999,24365,561250000,1854
00124,2000,25136,596528000,1847
00124,2001,25376,627662000,1821
00124,2002,25212,630455000,1831
00125,1970,0,0,0
00125,1971,0,0,0
00125,1974,28476,230812000,4017
00125,1975,26525,236332000,3908
00125,1976,27440,264799000,3943
00125,1977,29829,291796000,4230
00125,1978,33150,337026000,4266
00125,1979,35280,362810000,4310
00125,1980,37138,411867000,4391
00125,1981,38463,463746000,4522
00125,1982,41712,523608000,4797
00125,1983,42710,592091000,5810
00125,1984,48039,693357000,6238
00125,1985,52212,783723000,6672
00125,1986,55165,903876000,6987
00125,1987,60492,1054429000,7321
00125,1988,62872,1130674000,7474
00125,1989,62537,1147021000,7388
00125,1990,60557,1142069000,7181
00125,1991,55621,1133463000,6934
00125,1992,54885,1168084000,7029
00125,1993,57554,1224543000,7088
00125,1994,58624,1308938000,7185
00125,1995,59987,1364637000,7410
00125,1996,61599,1491087000,7640
00125,1997,64511,1602300000,7889
00125,1998,66257,1778562000,7938
00125,1999,69028,2002458000,8253
00125,2000,72187,2163283000,8339
00125,2001,73481,2243179000,8442
00125,2002,74340,2340147000,8596
00126,1970,0,0,0
00126,1971,0,0,0
00126,1974,1098,6195000,152
00126,1975,857,5331000,151
00126,1976,970,6645000,156
00126,1977,826,6359000,168
00126,1978,936,7820000,170
00126,1979,990,8739000,167
00126,1980,862,7845000,157
00126,1981,860,8174000,148
00126,1982,798,8070000,151
00126,1983,863,8448000,178
00126,1984,927,10377000,191
00126,1985,994,11295000,196
00126,1986,939,11357000,195
00126,1987,955,11487000,182
00126,1988,960,11875000,191
00126,1989,928,12124000,192
00126,1990,898,12431000,187
00126,1991,972,15200000,198
00126,1992,1014,16163000,196
00126,1993,1007,15686000,205
00126,1994,1090,18545000,211
00126,1995,1148,20088000,216
00126,1996,1176,21135000,228
00126,1997,1326,23859000,221
00126,1998,1309,28268000,229
00126,1999,1276,28884000,239
00126,2000,1442,30721000,246
00126,2001,1406,29143000,241
00126,2002,1262,28238000,249
00127,1970,0,0,0
00127,1971,0,0,0
00127,1974,1641,9535000,238
00127,1975,1570,11011000,233
00127,1976,1548,11511000,243
00127,1977,1607,13010000,263
00127,1978,1927,15109000,252
00127,1979,2101,16285000,262
00127,1980,1957,17482000,260
00127,1981,2007,18337000,273
00127,1982,1828,17458000,252
00127,1983,1803,19164000,295
00127,1984,1917,20035000,306
00127,1985,1849,20336000,305
00127,1986,1904,20014000,295
00127,1987,1768,20160000,277
00127,1988,1828,22602000,285
00127,1989,1891,24148000,279
00127,1990,2070,26582000,313
00127,1991,2074,27356000,313
00127,1992,2109,29601000,303
00127,1993,2224,33192000,323
00127,1994,2287,35217000,333
00127,1995,2467,38466000,343
00127,1996,2569,43814000,374
00127,1997,2879,50076000,383
00127,1998,2887,53852000,401
00127,1999,3096,57673000,403
00127,2000,3192,62556000,409
00127,2001,3247,70853000,426
00127,2002,3078,69206000,419
00128,1970,0,0,0
00128,1971,0,0,0
00128,1974,12426,100490000,873
00128,1975,11467,103083000,876
00128,1976,12279,114954000,873
00128,1977,13519,139427000,934
00128,1978,13599,148855000,911
00128,1979,13564,168510000,952
00128,1980,14366,193913000,955
00128,1981,13606,211071000,955
00128,1982,14193,212824000,967
00128,1983,13781,226084000,1121
00128,1984,13778,228700000,1148
00128,1985,13483,217081000,1168
00128,1986,11665,183989000,1145
00128,1987,10590,172470000,1094
00128,1988,11147,184603000,1045
00128,1989,10490,168306000,1046
00128,1990,10762,183628000,1022
00128,1991,10531,179923000,1018
00128,1992,10762,196289000,1027
00128,1993,12048,210162000,1073
00128,1994,11846,214962000,1056
00128,1995,11895,232811000,1038
00128,1996,12205,239998000,1035
00128,1997,12406,239956000,1056
00128,1998,11727,233269000,1076
00128,1999,11547,248595000,1033
00128,2000,11622,257168000,1005
00128,2001,11493,252105000,973
00128,2002,10777,252359000,963
00129,1970,0,0,0
00129,1971,0,0,0
00129,1974,6530,41795000,470
00129,1975,6580,45482000,483
00129,1976,7150,51030000,483
00129,1977,7050,56288000,509
00129,1978,7437,61499000,524
00129,1979,7561,68527000,527
00129,1980,7795,72770000,543
00129,1981,7737,81335000,526
00129,1982,7272,79325000,554
00129,1983,6933,82467000,611
00129,1984,7203,85119000,629
00129,1985,6876,78528000,619
00129,1986,7020,85666000,608
00129,1987,6826,90658000,616
00129,1988,7208,98650000,622
00129,1989,7424,104602000,631
00129,1990,7781,108677000,636
00129,1991,7795,114713000,629
00129,1992,8406,125586000,619
00129,1993,8602,133687000,639
00129,1994,8676,140309000,640
00129,1995,8934,149600000,640
00129,1996,8811,161033000,646
00129,1997,9621,175416000,662
00129,1998,8993,178144000,632
00129,1999,8721,178451000,625
00129,2000,8779,189805000,627
00129,2001,8496,185563000,625
00129,2002,7974,183678000,658
00130,1970,0,0,0
00130,1971,0,0,0
00130,1974,1260,7942000,204
00130,1975,1243,8538000,198
00130,1976,1258,9285000,217
00130,1977,1331,10025000,219
00130,1978,1435,10630000,229
00130,1979,1590,13128000,234
00130,1980,1521,13951000,231
00130,1981,1490,14914000,220
00130,1982,1563,14738000,229
00130,1983,1476,17079000,262
00130,1984,1430,16943000,262
00130,1985,1395,17121000,280
00130,1986,1483,19539000,292
00130,1987,1439,18842000,283
00130,1988,1586,21085000,285
00130,1989,1573,20929000,300
00130,1990,1586,22808000,295
00130,1991,1552,23564000,305
00130,1992,1711,24569000,329
00130,1993,1859,28035000,331
00130,1994,2001,31316000,352
00130,1995,2056,33406000,354
00130,1996,1982,34557000,346
00130,1997,2107,37290000,342
00130,1998,2161,38535000,351
00130,1999,2180,38989000,367
00130,2000,2126,38968000,365
00130,2001,2145,41089000,356
00130,2002,2272,41760000,370
00131,1970,0,0,0
00131,1971,0,0,0
00131,1974,9417,65756000,768
00131,1975,9251,71849000,767
00131,1976,9465,79996000,764
00131,1977,9956,90622000,832
00131,1978,10684,100169000,830
00131,1979,10918,111947000,835
00131,1980,11163,123852000,833
00131,1981,11052,132429000,842
00131,1982,10366,130950000,837
00131,1983,9978,133346000,915
00131,1984,10475,144417000,926
00131,1985,10471,143982000,892
00131,1986,10404,148669000,877
00131,1987,10639,154831000,888
00131,1988,10868,166380000,881
00131,1989,12204,186361000,875
00131,1990,12047,194015000,878
00131,1991,12135,199579000,886
00131,1992,12549,215515000,900
00131,1993,12642,217966000,913
00131,1994,13061,236266000,920
00131,1995,13540,257192000,940
00131,1996,14052,270628000,957
00131,1997,14081,284425000,985
00131,1998,13812,292155000,962
00131,1999,14192,306701000,977
00131,2000,14221,319976000,966
00131,2001,13947,322453000,946
00131,2002,13134,327409000,954
00132,1970,0,0,0
00132,1971,0,0,0
00132,1974,1497,9565000,253
00132,1975,1496,10265000,247
00132,1976,1487,11424000,248
00132,1977,1540,13370000,258
00132,1978,1909,16407000,281
00132,1979,2234,20732000,289
00132,1980,2173,22451000,299
00132,1981,2179,25207000,301
00132,1982,2272,23796000,308
00132,1983,2042,24414000,356
00132,1984,2440,31723000,373
00132,1985,2505,31870000,382
00132,1986,2488,32683000,380
00132,1987,2764,38886000,396
00132,1988,3179,45657000,400
00132,1989,3177,47365000,408
00132,1990,3376,53803000,415
00132,1991,3354,55742000,420
00132,1992,3678,71295000,439
00132,1993,3935,81981000,437
00132,1994,4039,83642000,446
00132,1995,4369,90285000,456
00132,1996,4376,98659000,457
00132,1997,4820,101791000,485
00132,1998,4687,103503000,511
00132,1999,4855,108967000,504
00132,2000,5479,130997000,484
00132,2001,5479,135053000,489
00132,2002,5265,131620000,479
00133,1970,0,0,0
00133,1971,0,0,0
00133,1974,11511,91449000,1075
00133,1975,10605,93988000,1053
00133,1976,10961,106049000,1051
00133,1977,11318,116871000,1091
00133,1978,12972,132820000,1125
00133,1979,13937,151670000,1142
00133,1980,13783,161233000,1138
00133,1981,14036,175469000,1184
00133,1982,14384,185411000,1222
00133,1983,14062,203380000,1444
00133,1984,15503,234598000,1563
00133,1985,16734,259806000,1699
00133,1986,17188,292521000,1796
00133,1987,18859,347000000,1905
00133,1988,19740,395302000,1939
00133,1989,20026,391267000,1918
00133,1990,18589,358451000,1832
00133,1991,16473,331803000,1770
00133,1992,16596,352484000,1754
00133,1993,17456,369680000,1763
00133,1994,17558,389664000,1803
00133,1995,19336,414470000,1834
00133,1996,19902,440358000,1844
00133,1997,20217,474923000,1883
00133,1998,20889,520881000,1865
00133,1999,21347,546276000,1858
00133,2000,22177,579997000,1884
00133,2001,21388,606405000,1868
00133,2002,20599,617953000,1881
00134,1970,0,0,0
00134,1971,0,0,0
00134,1974,50450,409812000,4196
00134,1975,47793,409086000,4093
00134,1976,48054,437029000,3995
00134,1977,47332,466333000,4236
00134,1978,49746,518551000,4255
00134,1979,56440,703410000,4332
00134,1980,68439,933631000,4299
00134,1981,79054,1165370000,4248
00134,1982,84563,1325701000,4330
00134,1983,83610,1436766000,4954
00134,1984,85813,1593719000,5111
00134,1985,94665,1669239000,5385
00134,1986,97786,1854706000,5482
00134,1987,111794,2157694000,5805
00134,1988,109414,2328002000,5981
00134,1989,115942,2456232000,6026
00134,1990,118916,2638359000,6054
00134,1991,111509,2525481000,5938
00134,1992,110675,2704978000,5973
00134,1993,111420,2805308000,5957
00134,1994,114424,2958109000,6014
00134,1995,115881,3048158000,6055
00134,1996,116205,3256979000,6233
00134,1997,121769,3241243000,6323
00134,1998,121092,3273124000,6310
00134,1999,121676,3375881000,6226
00134,2000,120558,3476074000,6377
00134,2001,119759,3619731000,6423
00134,2002,125928,3726436000,6533
00135,1970,0,0,0
00135,1971,0,0,0
00135,1974,105690,840957000,7759
00135,1975,103120,893934000,8005
