fips,year,march_employees,payroll,establishments
10138,2001,21643,491597000,1629
10138,2002,22493,493140000,1599
10139,1970,0,0,0
10139,1971,0,0,0
10139,1974,25899,237577000,1159
10139,1975,24054,241503000,1165
10139,1976,21543,232475000,1186
10139,1977,22530,257798000,1169
10139,1978,22763,279796000,1194
10139,1979,22475,302845000,1192
10139,1980,22776,305276000,1182
10139,1981,21078,322744000,1202
10139,1982,20967,329699000,1162
10139,1983,20708,332584000,1290
10139,1984,20378,320870000,1341
10139,1985,20357,349590000,1320
10139,1986,19779,356224000,1289
10139,1987,19793,372404000,1298
10139,1988,20658,395084000,1299
10139,1989,21372,409853000,1306
10139,1990,21429,418532000,1315
10139,1991,21003,423350000,1356
10139,1992,22590,464593000,1379
10139,1993,23019,491725000,1375
10139,1994,23817,515259000,1385
10139,1995,24808,537765000,1377
10139,1996,24253,556973000,1386
10139,1997,24715,576123000,1403
10139,1998,24668,620013000,1411
10139,1999,24739,628751000,1378
10139,2000,24425,635167000,1369
10139,2001,24614,662359000,1397
10139,2002,23895,674490000,1358
10140,1970,0,0,0
10140,1971,0,0,0
10140,1974,13757,106462000,1271
10140,1975,14238,114842000,1310
10140,1976,14294,133530000,1357
10140,1977,15496,146680000,1413
10140,1978,15827,164601000,1388
10140,1979,16916,191658000,1381
10140,1980,17715,218997000,1339
10140,1981,17332,245994000,1370
10140,1982,19080,284207000,1344
10140,1983,17606,282577000,1559
10140,1984,18871,301968000,1583
10140,1985,19087,310789000,1588
10140,1986,18269,308709000,1562
10140,1987,18231,312211000,1553
10140,1988,18005,307193000,1515
10140,1989,18329,334857000,1455
10140,1990,20032,370593000,1484
10140,1991,20416,379307000,1476
10140,1992,20388,416508000,1478
10140,1993,21073,433186000,1542
10140,1994,21929,450453000,1555
10140,1995,21872,464823000,1560
10140,1996,22492,498654000,1557
10140,1997,24450,555715000,1616
10140,1998,23917,534438000,1623
10140,1999,24288,551270000,1585
10140,2000,25036,588019000,1576
10140,2001,24444,597116000,1615
10140,2002,23913,624120000,1592
10142,1970,0,0,0
10142,1971,0,0,0
10142,1974,703747,68805690000,30307
10142,1975,647298,68029433000,29580
10142,1976,639183,7192600000,28962
10142,1977,612549,7313156000,28224
10142,1978,634072,7882667000,27829
10142,1979,646307,8764520000,28176
10142,1980,632080,9389414000,27502
10142,1981,621144,9964027000,27124
10142,1982,596177,10128340000,26334
10142,1983,592844,10877516000,29437
10142,1984,596884,11440217000,29200
10142,1985,608980,12400103000,29373
10142,1986,618000,13135817000,29367
10142,1987,612814,13457637000,29384
10142,1988,611194,14301865000,29246
10142,1989,613875,14832192000,28981
10142,1990,612419,15551391000,28366
10142,1991,600030,15786896000,27812
10142,1992,575186,15941711000,27619
10142,1993,587345,16259710000,26959
10142,1994,585384,16965713000,26377
10142,1995,594043,18021903000,26239
10142,1996,580490,18458465000,26438
10142,1997,578180,19127616000,26578
10142,1998,586689,20193733000,26181
10142,1999,599648,21322214000,26027
10142,2000,606509,22820181000,25782
10142,2001,609775,23590080000,25621
10142,2002,581889,22681125000,26005
10146,1970,0,0,0
10146,1971,0,0,0
10146,1974,679,4565000,135
10146,1975,665,4994000,126
10146,1976,718,5712000,129
10146,1977,754,6454000,138
10146,1978,896,7554000,140
10146,1979,896,8195000,136
10146,1980,910,8986000,145
10146,1981,944,10145000,148
10146,1982,1039,11645000,144
10146,1983,951,12111000,154
10146,1984,1043,14077000,151
10146,1985,1060,14540000,152
10146,1986,1092,14948000,140
10146,1987,1169,16535000,146
10146,1988,1217,18692000,151
10146,1989,1308,20441000,150
10146,1990,1318,22621000,148
10146,1991,1277,21065000,149
10146,1992,1405,25088000,151
10146,1993,1391,24852000,155
10146,1994,1477,26103000,157
10146,1995,1537,27522000,151
10146,1996,1475,28662000,167
10146,1997,1352,27194000,164
10146,1998,1520,30470000,180
10146,1999,1524,32435000,182
10146,2000,1514,33646000,175
10146,2001,1509,34600000,174
10146,2002,1486,35549000,147
10147,1970,0,0,0
10147,1971,0,0,0
10147,1974,1980,12663000,126
10147,1975,1743,11253000,120
10147,1976,1897,14010000,124
10147,1977,2039,15390000,129
10147,1978,2015,16618000,128
10147,1979,2212,19069000,135
10147,1980,2230,21704000,135
10147,1981,2357,24725000,130
10147,1982,2079,20943000,131
10147,1983,1836,23125000,152
10147,1984,2179,26944000,158
10147,1985,2170,26345000,163
10147,1986,2314,29122000,164
10147,1987,2551,32031000,167
10147,1988,2706,34881000,165
10147,1989,2295,37265000,173
10147,1990,2567,38580000,170
10147,1991,2435,37398000,168
10147,1992,2691,43242000,186
10147,1993,2825,46288000,191
10147,1994,2713,48765000,198
10147,1995,2865,52090000,196
10147,1996,2700,41268000,220
10147,1997,2130,40374000,233
10147,1998,2103,39136000,226
10147,1999,2027,40455000,215
10147,2000,2039,39924000,215
10147,2001,2008,39500000,211
10147,2002,1868,40073000,202
10148,1970,0,0,0
10148,1971,0,0,0
10148,1974,1568,11092000,89
10148,1975,320,1702000,76
10148,1976,380,2048000,75
10148,1977,354,2033000,76
10148,1978,359,2170000,74
10148,1979,411,3182000,79
10148,1980,446,3708000,83
10148,1981,437,4230000,78
10148,1982,367,2968000,74
10148,1983,339,2821000,81
10148,1984,278,2885000,79
10148,1985,258,2788000,74
10148,1986,269,2774000,71
10148,1987,299,2902000,67
10148,1988,265,2786000,59
10148,1989,267,2786000,54
10148,1990,262,2896000,62
10148,1991,241,2755000,53
10148,1992,282,3155000,64
10148,1993,264,3077000,61
10148,1994,250,3244000,59
10148,1995,259,3776000,57
10148,1996,444,7302000,60
10148,1997,405,6776000,54
10148,1998,402,6462000,47
10148,1999,391,6317000,51
10148,2000,308,6247000,47
10148,2001,341,5918000,54
10148,2002,221,3558000,48
10151,1970,0,0,0
10151,1971,0,0,0
10151,1974,2207,21434000,174
10151,1975,1969,22308000,161
10151,1976,2152,28195000,163
10151,1977,2233,29899000,173
10151,1978,2204,32069000,163
10151,1979,2091,32657000,167
10151,1980,2106,35885000,168
10151,1981,2142,39231000,162
10151,1982,2078,39558000,155
10151,1983,2057,41713000,182
10151,1984,2250,46782000,200
10151,1985,2219,49779000,214
10151,1986,2489,54928000,204
10151,1987,2955,63462000,229
10151,1988,2839,67086000,224
10151,1989,2861,66907000,227
10151,1990,3031,71168000,236
10151,1991,3173,75421000,252
10151,1992,2896,80389000,253
10151,1993,3068,82427000,262
10151,1994,3080,84419000,272
10151,1995,3028,93702000,278
10151,1996,2913,87368000,273
10151,1997,2864,85907000,281
10151,1998,3118,101104000,293
10151,1999,3329,107574000,305
10151,2000,3183,104199000,310
10151,2001,3149,99551000,328
10151,2002,3095,103359000,327
10154,1970,0,0,0
10154,1971,0,0,0
10154,1974,1182,8836000,145
10154,1975,1193,10518000,147
10154,1976,1259,12271000,149
10154,1977,843,7845000,134
10154,1978,831,9002000,137
10154,1979,1108,9407000,144
10154,1980,974,10563000,143
10154,1981,909,10741000,134
10154,1982,904,12746000,119
10154,1983,768,9893000,138
10154,1984,1124,22842000,146
10154,1985,1147,23976000,149
10154,1986,1103,23193000,151
10154,1987,1364,25682000,156
10154,1988,1387,21861000,170
10154,1989,1369,21818000,176
10154,1990,1308,22220000,172
10154,1991,1123,20864000,156
10154,1992,1232,28045000,159
10154,1993,1553,35119000,170
10154,1994,1620,38840000,180
10154,1995,1813,40049000,186
10154,1996,1730,42927000,182
10154,1997,1848,47734000,193
10154,1998,1836,47886000,199
10154,1999,1708,40708000,194
10154,2000,1751,43753000,194
10154,2001,1962,52315000,195
10154,2002,2078,56992000,187
10155,1970,0,0,0
10155,1971,0,0,0
10155,1974,57562,554149000,2980
10155,1975,55554,575027000,2973
10155,1976,55185,606841000,2969
10155,1977,57493,681328000,3154
10155,1978,62410,782487000,3149
10155,1979,63606,880141000,3192
10155,1980,62667,900179000,3200
10155,1981,59046,925908000,3254
10155,1982,57278,909250000,3268
10155,1983,54660,1039044000,3643
10155,1984,60633,1146746000,3730
10155,1985,62678,1154501000,3787
10155,1986,62362,1196902000,3778
10155,1987,63629,1255018000,3880
10155,1988,66224,1372154000,3889
10155,1989,68891,1519372000,4000
10155,1990,72070,1658123000,4083
10155,1991,71000,1682586000,4161
10155,1992,71527,1820807000,4172
10155,1993,70999,1743812000,4241
10155,1994,72409,1956184000,4218
10155,1995,73331,1936539000,4141
10155,1996,72345,1984143000,4180
10155,1997,75298,2136302000,4231
10155,1998,76877,2261146000,4210
10155,1999,73607,2278540000,4164
10155,2000,73427,2326907000,4148
10155,2001,71225,2361461000,4155
10155,2002,71400,2374463000,4258
10301,1970,0,0,0
10301,1971,0,0,0
10301,1974,24077,207450000,1541
10301,1975,23274,215645000,1514
10301,1976,25846,255616000,1585
10301,1977,26196,284679000,1692
10301,1978,28739,325210000,1736
10301,1979,30658,361894000,1808
10301,1980,29474,373568000,1767
10301,1981,28797,404585000,1723
10301,1982,27765,413314000,1686
10301,1983,26584,427509000,1908
10301,1984,28781,478672000,2048
10301,1985,30412,522125000,2170
10301,1986,30635,532313000,2251
10301,1987,33322,627024000,2313
10301,1988,66858,1239704000,4642
10301,1989,34886,659374000,2417
10301,1990,36955,728023000,2439
10301,1991,36242,736691000,2469
10301,1992,37144,778161000,2544
10301,1993,38048,814642000,2612
10301,1994,38487,856526000,2669
10301,1995,41850,917450000,2735
10301,1996,42564,986955000,2742
10301,1997,44522,1122771000,2764
10301,1998,45996,1153754000,2808
10301,1999,45719,1209252000,2793
10301,2000,46656,1253443000,2735
10301,2001,46206,1227629000,2741
10301,2002,45184,1233827000,2770
10305,1970,0,0,0
10305,1971,0,0,0
10305,1974,8711,67685000,601
10305,1975,7569,64909000,575
10305,1976,7669,68622000,575
10305,1977,7482,74075000,590
10305,1978,8404,85859000,596
10305,1979,8342,93335000,616
10305,1980,8196,103888000,600
10305,1981,8276,113281000,613
10305,1982,8327,124210000,613
10305,1983,8831,147018000,736
10305,1984,10155,169395000,752
10305,1985,9965,165939000,754
10305,1986,10651,181315000,738
10305,1987,10104,183306000,708
10305,1988,10933,202845000,699
10305,1989,11187,198074000,672
10305,1990,10282,185902000,671
10305,1991,9445,180831000,650
10305,1992,9494,186844000,667
10305,1993,9153,178338000,671
10305,1994,8818,171320000,676
10305,1995,8908,178073000,685
10305,1996,8634,185236000,637
10305,1997,8176,185920000,645
10305,1998,7894,187526000,637
10305,1999,7825,189285000,616
10305,2000,7994,208653000,621
10305,2001,7508,190880000,613
10305,2002,7812,196522000,625
10306,1970,0,0,0
10306,1971,0,0,0
10306,1974,5003,468427000,594
10306,1975,4630,436056000,597
10306,1976,5212,52696000,629
10306,1977,5717,60764000,669
10306,1978,6331,69334000,703
10306,1979,6758,75350000,754
10306,1980,6451,78837000,739
10306,1981,6358,82574000,747
10306,1982,7018,98872000,746
10306,1983,7164,117232000,878
10306,1984,7926,123164000,876
10306,1985,7891,135329000,888
10306,1986,8195,141499000,920
10306,1987,9746,168756000,924
10306,1988,8713,145909000,938
10306,1989,8594,150455000,931
10306,1990,9384,158185000,946
10306,1991,9516,163176000,977
10306,1992,9471,169068000,962
10306,1993,9347,168374000,941
10306,1994,9482,184833000,953
10306,1995,10339,205432000,938
10306,1996,10679,221417000,989
10306,1997,11325,241528000,1012
10306,1998,11518,258721000,1014
10306,1999,11600,280685000,1011
10306,2000,12017,290681000,1004
10306,2001,11832,310081000,1000
10306,2002,12643,338491000,1121
10308,1970,0,0,0
10308,1971,0,0,0
10308,1974,1453,16663000,177
10308,1975,1556,18267000,182
10308,1976,1578,20768000,180
10308,1977,1024,10528000,163
10308,1978,1409,21186000,170
10308,1979,2134,39148000,186
10308,1980,2740,52656000,186
10308,1981,2857,65824000,187
10308,1982,2165,39740000,180
10308,1983,1687,34060000,198
10308,1984,1588,34833000,192
10308,1985,1771,40430000,199
10308,1986,1709,43215000,183
10308,1987,1603,44538000,176
10308,1988,1753,41631000,180
10308,1989,1819,46042000,176
10308,1990,1840,49022000,168
10308,1991,1850,47426000,185
10308,1992,1724,48953000,177
10308,1993,1826,52785000,182
10308,1994,1913,56547000,188
10308,1995,1955,61140000,199
10308,1996,1383,33402000,209
10308,1997,1406,35612000,213
10308,1998,1407,36268000,214
10308,1999,1351,33639000,217
10308,2000,1579,44714000,221
10308,2001,1611,51742000,212
10308,2002,1490,49978000,228
10312,1970,0,0,0
10312,1971,0,0,0
10312,1974,178187,1263016000,12629
10312,1975,159992,1249911000,12362
10312,1976,158456,1288063000,12498
10312,1977,168121,1473512000,13702
10312,1978,187469,1735826000,13870
10312,1979,207376,2052435000,14948
10312,1980,215750,2370465000,15352
10312,1981,224841,2761114000,15914
10312,1982,233885,3002592000,16690
10312,1983,236690,3343918000,19934
10312,1984,261781,3786267000,21020
10312,1985,279166,4387423000,22326
10312,1986,286949,4560980000,22824
10312,1987,296619,4950216000,23573
10312,1988,307693,5346003000,23961
10312,1989,320271,5721823000,24283
10312,1990,324811,6081678000,24516
10312,1991,318210,6127145000,24559
10312,1992,315456,6632426000,24891
10312,1993,324350,6969173000,25157
10312,1994,337005,7411064000,25512
10312,1995,350105,7985515000,25605
10312,1996,356500,8475577000,25697
10312,1997,383170,9477589000,26295
10312,1998,396192,10341603000,26243
10312,1999,408552,11008391000,26087
10312,2000,441062,12852507000,26090
10312,2001,434866,12999729000,25825
10312,2002,404440,12604293000,26252
10313,1970,0,0,0
10313,1971,0,0,0
10313,1974,1009,5431000,160
10313,1975,940,5639000,157
10313,1976,1135,7304000,164
10313,1977,1098,7873000,161
10313,1978,1221,8721000,161
10313,1979,1212,9996000,171
10313,1980,1069,9834000,164
10313,1981,1070,11008000,158
10313,1982,1029,10795000,152
10313,1983,1067,11749000,185
10313,1984,1095,12582000,208
10313,1985,1267,15606000,226
10313,1986,1319,18422000,225
10313,1987,1963,29185000,249
10313,1988,2200,36943000,252
10313,1989,2234,42701000,260
10313,1990,2524,52017000,260
10313,1991,2899,58776000,274
10313,1992,2943,66893000,291
10313,1993,3356,76376000,306
10313,1994,3687,84638000,323
10313,1995,3999,87579000,348
10313,1996,4415,102172000,414
10313,1997,4824,122266000,432
10313,1998,4794,134977000,471
10313,1999,5301,154025000,483
10313,2000,5353,159940000,499
10313,2001,5735,165757000,520
10313,2002,5823,176440000,544
10317,1970,0,0,0
10317,1971,0,0,0
10317,1974,7119,566337000,647
10317,1975,6935,587930000,653
10317,1976,8016,73973000,662
10317,1977,8435,87550000,702
10317,1978,9463,96239000,672
10317,1979,9560,102027000,686
10317,1980,9203,107090000,669
10317,1981,8284,108889000,644
10317,1982,8294,111204000,661
10317,1983,8372,119292000,726
10317,1984,8687,128437000,751
10317,1985,8792,135007000,759
10317,1986,9197,139147000,742
10317,1987,9454,157624000,752
10317,1988,9516,164526000,764
10317,1989,9350,168848000,746
10317,1990,9599,186207000,768
10317,1991,9648,194075000,766
10317,1992,9470,194063000,747
10317,1993,9825,213977000,768
10317,1994,10488,229934000,761
10317,1995,10532,235833000,772
10317,1996,10692,246030000,756
10317,1997,10824,257915000,793
10317,1998,11043,268590000,785
10317,1999,10951,279001000,783
10317,2000,11023,298610000,804
10317,2001,10660,290098000,811
10317,2002,10839,302348000,762
10318,1970,0,0,0
10318,1971,0,0,0
10318,1974,7530,52115000,576
10318,1975,6298,48187000,571
10318,1976,6701,56488000,573
10318,1977,6758,59862000,593
10318,1978,7532,70056000,583
10318,1979,7633,74480000,581
10318,1980,7291,77221000,555
10318,1981,6993,79738000,527
10318,1982,6266,76702000,522
10318,1983,5930,82244000,593
10318,1984,6291,92180000,613
10318,1985,6643,93104000,600
10318,1986,6496,92907000,615
10318,1987,6594,95338000,619
10318,1988,6664,98738000,632
10318,1989,6990,106715000,615
10318,1990,6336,98444000,601
10318,1991,5892,94829000,625
10318,1992,6283,108094000,646
10318,1993,7013,119785000,658
10318,1994,7056,131829000,650
10318,1995,7433,138687000,652
10318,1996,7352,146822000,666
10318,1997,7807,158111000,681
10318,1998,7892,170137000,686
10318,1999,7505,170599000,687
10318,2000,8235,184054000,682
10318,2001,7974,184891000,684
10318,2002,8931,202680000,683
10319,1970,0,0,0
10319,1971,0,0,0
10319,1974,15180,107522000,1309
10319,1975,15022,112115000,1312
10319,1976,15442,130373000,1350
10319,1977,16749,152424000,1474
10319,1978,18941,175341000,1483
10319,1979,19780,195855000,1518
10319,1980,19287,205248000,1499
10319,1981,18800,220183000,1535
10319,1982,19952,251183000,1625
10319,1983,20580,275138000,1844
10319,1984,22045,301499000,1934
10319,1985,22439,309862000,1953
10319,1986,23602,342595000,1945
10319,1987,24398,360928000,1984
10319,1988,25941,385299000,1997
10319,1989,34883,564413000,2004
10319,1990,37436,588235000,2076
10319,1991,37155,614270000,2120
10319,1992,38519,716361000,2221
10319,1993,39905,727698000,2298
10319,1994,40281,788335000,2342
10319,1995,42798,843469000,2413
10319,1996,42746,917270000,2454
10319,1997,43385,986703000,2549
10319,1998,45266,1072526000,2607
10319,1999,48632,1188429000,2677
10319,2000,51087,1304325000,2666
10319,2001,52276,1401994000,2638
10319,2002,51016,1449039000,2725
10320,1970,0,0,0
10320,1971,0,0,0
10320,1974,6782,48731000,682
10320,1975,7113,49653000,661
10320,1976,7324,55693000,678
10320,1977,8277,65691000,717
10320,1978,8544,73824000,734
10320,1979,8933,83677000,737
10320,1980,9137,91425000,716
10320,1981,9510,101148000,708
10320,1982,9144,105135000,703
10320,1983,8933,109615000,802
10320,1984,9615,121647000,821
10320,1985,9523,127861000,857
10320,1986,9548,128684000,851
10320,1987,9863,134123000,867
10320,1988,9265,136838000,882
10320,1989,10944,182759000,878
10320,1990,11837,194424000,921
10320,1991,11362,191780000,919
10320,1992,11590,239143000,969
10320,1993,11828,246962000,978
10320,1994,12411,258130000,1001
10320,1995,13589,283425000,1003
10320,1996,13620,301091000,1053
10320,1997,13985,309408000,1084
10320,1998,14079,325151000,1089
10320,1999,14314,353928000,1104
10320,2000,15044,379234000,1123
10320,2001,14438,374505000,1113
10320,2002,14425,419294000,1113
10321,1970,0,0,0
10321,1971,0,0,0
10321,1974,1429,8137000,188
10321,1975,1151,6891000,186
10321,1976,1153,8161000,174
10321,1977,1102,8235000,179
10321,1978,1282,9687000,169
10321,1979,1292,10114000,154
10321,1980,1208,10234000,155
10321,1981,1139,11209000,154
10321,1982,1128,12169000,149
10321,1983,1130,12840000,166
10321,1984,1258,14204000,183
10321,1985,1450,17173000,208
10321,1986,1421,17904000,214
10321,1987,1381,20082000,199
10321,1988,1620,23957000,199
10321,1989,1714,25326000,210
10321,1990,2096,33002000,217
10321,1991,2190,34653000,217
10321,1992,2034,34356000,225
10321,1993,2030,38482000,212
10321,1994,2153,39809000,214
10321,1995,2066,41830000,200
10321,1996,2137,43592000,212
10321,1997,2277,48219000,236
10321,1998,2354,50830000,239
10321,1999,2449,55951000,250
10321,2000,2684,60637000,249
10321,2001,2561,56118000,242
10321,2002,1928,46948000,210
10322,1970,0,0,0
10322,1971,0,0,0
10322,1974,10225,64268000,1129
10322,1975,10143,74903000,1159
10322,1976,11498,87511000,1231
10322,1977,12601,98890000,1447
10322,1978,15190,128152000,1477
10322,1979,17284,156462000,1627
10322,1980,17215,172963000,1662
10322,1981,17596,201621000,1751
10322,1982,19467,224279000,1969
10322,1983,19269,245056000,2425
10322,1984,22683,285748000,2662
10322,1985,23757,312564000,2898
10322,1986,26070,331001000,2919
10322,1987,26116,356596000,2898
10322,1988,25972,378771000,2814
10322,1989,27782,412657000,2875
10322,1990,29120,458462000,2958
10322,1991,30845,504564000,3081
10322,1992,32372,533222000,3240
10322,1993,36933,636586000,3411
10322,1994,37942,670908000,3645
10322,1995,40490,758579000,3812
10322,1996,43559,861217000,4132
10322,1997,45450,922063000,4361
10322,1998,48247,1026377000,4433
10322,1999,50285,1103266000,4510
10322,2000,51782,1185604000,4635
10322,2001,52273,1259577000,4744
10322,2002,54056,1350132000,4950
10326,1970,0,0,0
10326,1971,0,0,0
10326,1974,13292,112804000,1135
10326,1975,13095,128693000,1158
10326,1976,14758,156773000,1182
10326,1977,15783,160039000,1272
10326,1978,16978,206989000,1252
10326,1979,18154,238433000,1252
10326,1980,16591,230137000,1195
10326,1981,15532,249320000,1190
10326,1982,15226,197153000,1214
10326,1983,13729,212027000,1349
10326,1984,15264,242907000,1417
10326,1985,16043,254867000,1477
10326,1986,16589,263955000,1472
10326,1987,17194,285343000,1519
10326,1988,17632,326078000,1551
10326,1989,17482,310801000,1577
10326,1990,18683,340935000,1596
10326,1991,18775,373986000,1605
10326,1992,19081,408216000,1692
10326,1993,20049,422192000,1705
10326,1994,20898,445975000,1711
10326,1995,20785,468303000,1720
10326,1996,20314,483661000,1730
10326,1997,21465,521820000,1729
10326,1998,20557,521145000,1718
10326,1999,20901,545092000,1682
10326,2000,20630,557935000,1636
10326,2001,21272,590998000,1598
10326,2002,21145,586762000,1737
10327,1970,0,0,0
10327,1971,0,0,0
10327,1974,4001,26655000,383
10327,1975,4358,31653000,395
10327,1976,4836,37158000,380
10327,1977,5605,48669000,414
10327,1978,6536,57036000,430
10327,1979,8884,66873000,425
10327,1980,9382,69715000,420
10327,1981,8973,79560000,422
10327,1982,9161,86463000,440
10327,1983,7997,79562000,469
10327,1984,8943,89729000,498
10327,1985,9383,88145000,505
10327,1986,8766,101804000,493
10327,1987,8681,106788000,512
10327,1988,9071,115862000,522
10327,1989,10630,160425000,513
10327,1990,10611,156806000,525
10327,1991,10945,163452000,533
10327,1992,10966,183850000,530
10327,1993,11831,209276000,554
10327,1994,12013,218870000,564
10327,1995,11095,236522000,562
10327,1996,10913,234246000,580
10327,1997,10613,240699000,592
10327,1998,11487,277053000,619
10327,1999,12885,306287000,653
10327,2000,13526,344790000,670
10327,2001,13596,340227000,712
10327,2002,11804,314687000,617
10328,1970,0,0,0
10328,1971,0,0,0
10328,1974,1796,8752000,172
10328,1975,1523,8653000,174
10328,1976,1590,9061000,173
10328,1977,1513,9981000,175
10328,1978,1746,11637000,181
10328,1979,1624,12004000,187
10328,1980,1584,13081000,187
10328,1981,1585,13923000,180
10328,1982,1465,13795000,182
10328,1983,1435,14171000,198
10328,1984,1556,15587000,211
10328,1985,1437,14588000,216
10328,1986,1441,14148000,211
10328,1987,1394,15033000,195
10328,1988,1638,18227000,206
10328,1989,1541,18077000,212
10328,1990,1655,19533000,209
10328,1991,1720,22218000,224
10328,1992,1985,26515000,231
10328,1993,2145,31393000,233
10328,1994,2191,34591000,230
10328,1995,2244,35148000,238
10328,1996,2220,39899000,238
10328,1997,2520,45263000,233
10328,1998,2563,46507000,240
10328,1999,2615,47952000,241
10328,2000,2443,48479000,226
10328,2001,2652,50308000,214
10328,2002,2637,57208000,226
10329,1970,0,0,0
10329,1971,0,0,0
10329,1974,559,3179000,108
10329,1975,548,3423000,102
10329,1976,567,3924000,100
10329,1977,567,4347000,112
10329,1978,644,4800000,113
10329,1979,660,5484000,113
10329,1980,670,5808000,117
10329,1981,630,5993000,114
10329,1982,601,5709000,107
10329,1983,585,5591000,123
10329,1984,596,5604000,130
10329,1985,562,6241000,137
10329,1986,545,6427000,129
10329,1987,596,9618000,112
10329,1988,636,8007000,120
10329,1989,653,9436000,107
10329,1990,734,9627000,108
10329,1991,507,6223000,108
10329,1992,572,6710000,109
10329,1993,509,6522000,108
10329,1994,537,7322000,107
10329,1995,535,7576000,115
10329,1996,620,8537000,118
10329,1997,566,8597000,119
10329,1998,597,9506000,114
10329,1999,585,10631000,112
10329,2000,657,11594000,114
10329,2001,681,12655000,122
10329,2002,676,13289000,119
10330,1970,0,0,0
10330,1971,0,0,0
10330,1974,76,499000,16
10330,1975,72,678000,14
10330,1976,81,698000,15
10330,1977,95,720000,17
10330,1978,81,795000,16
10330,1979,81,843000,16
10330,1980,107,978000,18
10330,1981,86,1068000,16
10330,1982,93,1053000,13
10330,1983,93,1025000,18
10330,1984,85,935000,17
10330,1985,107,1030000,23
10330,1986,91,1111000,18
10330,1987,98,1142000,21
10330,1988,94,1186000,21
10330,1989,95,1205000,22
10330,1990,104,1245000,22
10330,1991,103,1316000,25
10330,1992,104,1318000,27
10330,1993,111,1266000,26
10330,1994,136,1390000,25
10330,1995,97,1142000,25
10330,1996,84,1076000,22
10330,1997,78,1295000,22
10330,1998,89,1358000,25
10330,1999,97,1409000,26
10330,2000,92,1889000,24
10330,2001,95,1985000,24
10330,2002,92,1658000,26
10331,1970,0,0,0
10331,1971,0,0,0
10331,1974,40,203000,18
10331,1975,40,198000,14
10331,1976,46,273000,15
10331,1977,43,293000,20
10331,1978,48,269000,15
10331,1979,44,312000,16
10331,1980,55,356000,17
10331,1981,45,351000,16
10331,1982,48,434000,19
10331,1983,56,487000,21
10331,1984,69,496000,20
10331,1985,59,430000,18
10331,1986,49,490000,16
10331,1987,48,447000,18
10331,1988,52,492000,20
10331,1989,58,548000,21
10331,1990,52,525000,23
10331,1991,53,506000,26
10331,1992,66,629000,23
10331,1993,50,461000,21
10331,1994,43,432000,17
10331,1995,34,350000,19
10331,1996,34,489000,19
10331,1997,0,0,21
10331,1998,0,0,22
10331,1999,41,510000,19
10331,2000,36,560000,16
10331,2001,41,740000,20
10331,2002,48,945000,20
10336,1970,0,0,0
10336,1971,0,0,0
10336,1974,225915,20761160000,20164
10336,1975,222894,21900977000,20399
10336,1976,227842,2326385000,20708
10336,1977,250617,2738464000,22764
10336,1978,267491,3057431000,22546
10336,1979,292131,3544162000,23605
10336,1980,299111,3983991000,23769
10336,1981,301123,4382694000,24349
10336,1982,316873,4936065000,25768
10336,1983,328038,5548321000,30130
10336,1984,357655,6331876000,31507
10336,1985,379404,7009180000,33912
10336,1986,403480,7855483000,35374
10336,1987,426452,8878020000,36818
10336,1988,439025,9765720000,37625
10336,1989,458070,10541415000,38420
10336,1990,455555,10833668000,38194
10336,1991,441442,10947388000,37703
10336,1992,433724,11333335000,37959
10336,1993,435509,11502767000,38114
10336,1994,447152,12279995000,38627
10336,1995,460288,13030047000,39270
10336,1996,467985,14104326000,40208
10336,1997,478793,15049272000,41084
10336,1998,487168,16062744000,41675
10336,1999,499811,16968725000,42477
10336,2000,522800,19023407000,43465
10336,2001,536663,19907646000,43840
10336,2002,536790,20321881000,45532
10337,1970,0,0,0
10337,1971,0,0,0
10337,1974,815,4410000,119
10337,1975,673,4296000,112
10337,1976,815,5274000,121
10337,1977,839,5371000,125
10337,1978,884,6474000,129
10337,1979,988,6984000,128
10337,1980,907,7303000,120
10337,1981,857,8466000,123
10337,1982,1531,14663000,196
10337,1983,1552,17265000,227
10337,1984,1886,23810000,238
10337,1985,2111,29273000,245
10337,1986,2250,29999000,238
10337,1987,1511,20487000,162
10337,1988,1587,23581000,176
10337,1989,1192,17716000,155
10337,1990,1158,19356000,164
10337,1991,1079,17723000,159
10337,1992,1438,22064000,172
10337,1993,1514,24960000,176
10337,1994,1674,25675000,189
10337,1995,1683,26790000,187
10337,1996,1354,24305000,166
10337,1997,1238,25359000,162
10337,1998,1298,26405000,165
10337,1999,1163,26060000,165
10337,2000,1201,27743000,161
10337,2001,1212,28880000,154
10337,2002,1120,25782000,143
10338,1970,0,0,0
10338,1971,0,0,0
10338,1974,921,5282000,209
10338,1975,910,5726000,198
10338,1976,957,6785000,196
10338,1977,989,7220000,200
10338,1978,1090,8369000,189
10338,1979,1168,9854000,189
10338,1980,1202,10370000,190
10338,1981,1185,11107000,182
10338,1982,1106,11393000,182
10338,1983,1149,11972000,209
10338,1984,1263,12618000,217
10338,1985,1168,12814000,222
10338,1986,1199,12867000,207
10338,1987,1208,12407000,210
10338,1988,1155,12013000,205
10338,1989,1116,11691000,199
10338,1990,1170,11594000,196
10338,1991,1187,12719000,204
10338,1992,1136,12903000,193
10338,1993,1159,14231000,187
10338,1994,1140,14399000,182
10338,1995,1166,15667000,195
10338,1996,1203,16203000,200
10338,1997,1282,20817000,209
